Date,Open,High,Low,Close,Adj Close,Volume
1988-11-08,4.312500,4.375000,4.250000,4.375000,4.375000,229400
1988-11-10,4.250000,4.312500,4.125000,4.125000,4.125000,783800
1988-11-14,4.062500,4.125000,3.812500,3.875000,3.875000,1550200
1988-11-16,3.812500,3.812500,3.562500,3.687500,3.687500,813000
1988-11-18,3.750000,3.875000,3.750000,3.875000,3.875000,983000
1988-11-22,3.750000,3.875000,3.687500,3.812500,3.812500,552000
1988-11-25,3.687500,3.750000,3.625000,3.750000,3.750000,236400
1988-11-29,3.625000,3.750000,3.562500,3.687500,3.687500,906200
1988-12-01,3.750000,4.062500,3.750000,4.000000,4.000000,1138600
1988-12-05,4.000000,4.125000,3.875000,3.937500,3.937500,873000
1988-12-07,3.812500,3.812500,3.687500,3.750000,3.750000,1601000
1988-12-09,3.750000,3.750000,3.562500,3.562500,3.562500,1529800
1988-12-13,3.687500,3.750000,3.562500,3.687500,3.687500,820200
1988-12-15,4.000000,4.125000,3.937500,4.125000,4.125000,2373600
1988-12-19,4.312500,4.500000,4.250000,4.500000,4.500000,1784200
1988-12-21,4.250000,4.250000,4.125000,4.187500,4.187500,490400
1988-12-23,4.250000,4.312500,4.187500,4.312500,4.312500,389600
1988-12-28,4.312500,4.375000,4.250000,4.250000,4.250000,371400
1988-12-30,4.375000,4.375000,4.250000,4.312500,4.312500,674800
1989-01-04,4.375000,4.500000,4.312500,4.500000,4.500000,1425200
1989-01-06,4.562500,4.687500,4.562500,4.562500,4.562500,905200
1989-01-10,4.625000,4.625000,4.500000,4.562500,4.562500,539400
1989-01-12,4.312500,4.500000,4.312500,4.375000,4.375000,645200
1989-01-16,4.437500,4.437500,4.312500,4.375000,4.375000,818800
1989-01-18,4.250000,4.375000,4.187500,4.312500,4.312500,1125000
1989-01-20,4.312500,4.375000,4.250000,4.250000,4.250000,1777600
1989-01-24,4.250000,4.375000,4.250000,4.312500,4.312500,1179200
1989-01-26,4.437500,4.625000,4.437500,4.562500,4.562500,2773000
1989-01-30,4.562500,4.625000,4.500000,4.500000,4.500000,544600
1989-02-01,4.562500,4.562500,4.500000,4.500000,4.500000,682400
1989-02-03,4.625000,4.812500,4.625000,4.750000,4.750000,1565600
1989-02-07,4.562500,4.687500,4.500000,4.687500,4.687500,1032200
1989-02-09,4.500000,4.625000,4.375000,4.437500,4.437500,630000
1989-02-13,4.375000,4.437500,4.312500,4.437500,4.437500,436000
1989-02-15,4.312500,4.437500,4.312500,4.375000,4.375000,202000
1989-02-17,4.375000,4.375000,4.312500,4.312500,4.312500,355000
1989-02-22,4.500000,4.500000,4.312500,4.312500,4.312500,636400
1989-02-24,4.250000,4.312500,4.187500,4.187500,4.187500,361800
1989-02-28,4.187500,4.187500,4.062500,4.125000,4.125000,664000
1989-03-02,4.062500,4.062500,4.000000,4.062500,4.062500,433000
1989-03-06,4.062500,4.125000,4.062500,4.125000,4.125000,410200
1989-03-08,4.125000,4.187500,4.062500,4.125000,4.125000,305400
1989-03-10,4.250000,4.312500,4.187500,4.312500,4.312500,543600
1989-03-14,4.375000,4.375000,4.250000,4.312500,4.312500,286000
1989-03-16,4.250000,4.250000,4.187500,4.187500,4.187500,379400
1989-03-20,4.062500,4.187500,4.062500,4.125000,4.125000,347800
1989-03-22,4.125000,4.125000,4.000000,4.000000,4.000000,330800
1989-03-27,4.125000,4.250000,4.125000,4.250000,4.250000,190000
1989-03-29,4.187500,4.250000,4.125000,4.125000,4.125000,481000
1989-03-31,4.125000,4.250000,4.125000,4.250000,4.250000,920400
1989-04-04,4.312500,4.312500,4.187500,4.250000,4.250000,473000
1989-04-06,4.250000,4.312500,4.187500,4.312500,4.312500,124600
1989-04-10,4.625000,4.625000,4.437500,4.437500,4.437500,581000
1989-04-12,4.562500,4.562500,4.500000,4.500000,4.500000,551400
1989-04-14,4.562500,4.625000,4.375000,4.437500,4.437500,712000
1989-04-18,4.500000,4.625000,4.500000,4.562500,4.562500,433400
1989-04-20,4.500000,4.562500,4.437500,4.500000,4.500000,187600
1989-04-24,4.500000,4.562500,4.500000,4.562500,4.562500,298600
1989-04-26,4.500000,4.562500,4.437500,4.437500,4.437500,274600
1989-04-28,4.500000,4.500000,4.437500,4.437500,4.437500,129600
1989-05-02,4.375000,4.500000,4.375000,4.375000,4.375000,250200
1989-05-04,4.375000,4.437500,4.312500,4.437500,4.437500,687000
1989-05-08,4.312500,4.375000,4.312500,4.375000,4.375000,262600
1989-05-10,4.312500,4.375000,4.250000,4.375000,4.375000,190400
1989-05-12,4.375000,4.562500,4.312500,4.562500,4.562500,1485200
1989-05-16,4.437500,4.562500,4.437500,4.500000,4.500000,812400
1989-05-18,4.687500,4.750000,4.562500,4.625000,4.625000,895000
1989-05-22,4.687500,4.687500,4.562500,4.625000,4.625000,390600
1989-05-24,4.562500,4.625000,4.562500,4.562500,4.562500,330200
1989-05-26,4.625000,4.750000,4.625000,4.750000,4.750000,1240600
1989-05-31,5.125000,5.250000,5.062500,5.187500,5.187500,1879600
1989-06-02,5.125000,5.187500,5.062500,5.187500,5.187500,788200
1989-06-06,5.000000,5.062500,5.000000,5.062500,5.062500,743400
1989-06-08,5.125000,5.125000,5.062500,5.062500,5.062500,560000
1989-06-12,5.062500,5.187500,5.000000,5.187500,5.187500,468200
1989-06-14,5.062500,5.062500,4.937500,5.062500,5.062500,430000
1989-06-16,4.875000,5.000000,4.875000,4.937500,4.937500,490000
1989-06-20,4.875000,4.937500,4.875000,4.937500,4.937500,845400
1989-06-22,4.875000,5.062500,4.875000,5.000000,5.000000,761400
1989-06-26,5.062500,5.125000,5.000000,5.062500,5.062500,275600
